LYLTY_CARD_NBR,TOTAL_SPENDING,TOTAL_TRANSACTIONS,AVG_SALES,LIFESTAGE,PREMIUM_CUSTOMER
43165,36.0,5,7.2,YOUNG FAMILIES,Premium
43166,61.2,10,6.12,OLDER FAMILIES,Mainstream
43167,16.2,2,8.1,RETIREES,Mainstream
43168,79.6,11,7.236363636363635,MIDAGE SINGLES/COUPLES,Mainstream
43169,26.8,4,6.7,OLDER SINGLES/COUPLES,Budget
43170,35.0,6,5.833333333333333,NEW FAMILIES,Premium
43171,42.0,6,7.0,RETIREES,Mainstream
43172,57.6,8,7.2,YOUNG FAMILIES,Budget
43173,44.4,7,6.3428571428571425,OLDER SINGLES/COUPLES,Premium
43174,35.8,6,5.966666666666666,RETIREES,Mainstream
43175,73.1,9,8.122222222222222,OLDER FAMILIES,Budget
43176,52.6,9,5.844444444444445,OLDER FAMILIES,Budget
43177,24.5,4,6.125,OLDER SINGLES/COUPLES,Mainstream
43178,30.299999999999997,5,6.06,RETIREES,Premium
43179,84.6,11,7.6909090909090905,OLDER SINGLES/COUPLES,Premium
43180,59.2,8,7.4,YOUNG FAMILIES,Premium
43181,44.0,6,7.333333333333333,OLDER SINGLES/COUPLES,Budget
43182,59.8,10,5.9799999999999995,YOUNG FAMILIES,Budget
43183,56.4,7,8.057142857142857,OLDER FAMILIES,Budget
43184,47.2,5,9.440000000000001,OLDER SINGLES/COUPLES,Mainstream
43185,31.6,5,6.32,OLDER SINGLES/COUPLES,Mainstream
43186,24.2,3,8.066666666666666,OLDER SINGLES/COUPLES,Premium
43187,94.80000000000001,13,7.292307692307693,YOUNG SINGLES/COUPLES,Mainstream
43188,64.0,10,6.4,OLDER FAMILIES,Mainstream
43189,33.4,5,6.68,YOUNG SINGLES/COUPLES,Mainstream
43190,62.6,8,7.825,RETIREES,Premium
43191,71.4,11,6.490909090909091,YOUNG FAMILIES,Budget
43192,40.0,4,10.0,RETIREES,Premium
43193,35.0,7,5.0,OLDER SINGLES/COUPLES,Premium
43194,16.4,3,5.466666666666666,OLDER FAMILIES,Budget
43195,28.400000000000002,4,7.1000000000000005,YOUNG SINGLES/COUPLES,Mainstream
43196,60.4,9,6.711111111111111,RETIREES,Mainstream
43197,57.8,7,8.257142857142856,YOUNG FAMILIES,Budget
43198,29.200000000000003,6,4.866666666666667,OLDER SINGLES/COUPLES,Mainstream
43199,71.2,10,7.12,OLDER FAMILIES,Budget
43200,65.2,7,9.314285714285715,YOUNG FAMILIES,Mainstream
43201,53.2,8,6.65,OLDER FAMILIES,Budget
43202,49.2,7,7.028571428571429,OLDER FAMILIES,Budget
43203,33.4,5,6.68,RETIREES,Mainstream
43204,59.1,10,5.91,OLDER FAMILIES,Mainstream
43205,39.800000000000004,8,4.9750000000000005,YOUNG FAMILIES,Premium
43206,55.400000000000006,8,6.925000000000001,RETIREES,Premium
43207,26.8,4,6.7,YOUNG SINGLES/COUPLES,Mainstream
43208,82.6,11,7.509090909090909,OLDER FAMILIES,Mainstream
43209,28.2,5,5.64,NEW FAMILIES,Mainstream
43210,51.7,9,5.7444444444444445,OLDER FAMILIES,Premium
43211,32.0,4,8.0,YOUNG SINGLES/COUPLES,Mainstream
43212,69.2,9,7.688888888888889,YOUNG FAMILIES,Budget
43213,73.7,13,5.6692307692307695,OLDER FAMILIES,Budget
43214,30.6,4,7.65,OLDER SINGLES/COUPLES,Budget
43215,64.60000000000001,9,7.177777777777779,YOUNG FAMILIES,Mainstream
43216,64.0,9,7.111111111111111,YOUNG FAMILIES,Premium
43217,72.2,11,6.5636363636363635,OLDER SINGLES/COUPLES,Mainstream
43218,63.6,8,7.95,OLDER FAMILIES,Budget
43219,69.15,9,7.683333333333334,YOUNG FAMILIES,Budget
43220,43.6,7,6.228571428571429,OLDER SINGLES/COUPLES,Budget
43221,22.0,3,7.333333333333333,YOUNG SINGLES/COUPLES,Mainstream
43222,32.8,6,5.466666666666666,OLDER SINGLES/COUPLES,Premium
43223,36.0,5,7.2,OLDER SINGLES/COUPLES,Mainstream
43224,41.8,7,5.971428571428571,OLDER FAMILIES,Budget
43225,8.8,2,4.4,YOUNG SINGLES/COUPLES,Mainstream
43226,51.2,9,5.688888888888889,YOUNG FAMILIES,Mainstream
43227,52.4,5,10.48,MIDAGE SINGLES/COUPLES,Budget
43228,41.4,7,5.914285714285714,YOUNG SINGLES/COUPLES,Premium
43229,51.8,7,7.3999999999999995,YOUNG FAMILIES,Budget
43230,46.0,7,6.571428571428571,MIDAGE SINGLES/COUPLES,Mainstream
43231,19.3,4,4.825,RETIREES,Mainstream
43232,57.6,8,7.2,RETIREES,Premium
43233,43.300000000000004,5,8.66,OLDER SINGLES/COUPLES,Budget
43234,47.6,6,7.933333333333334,OLDER FAMILIES,Premium
43235,82.8,12,6.8999999999999995,OLDER FAMILIES,Mainstream
43236,70.8,9,7.866666666666666,YOUNG FAMILIES,Mainstream
43237,14.8,3,4.933333333333334,OLDER SINGLES/COUPLES,Mainstream
43238,82.6,11,7.509090909090909,YOUNG SINGLES/COUPLES,Mainstream
43239,85.0,11,7.7272727272727275,OLDER FAMILIES,Mainstream
43240,80.6,11,7.327272727272727,YOUNG FAMILIES,Premium
43241,93.8,12,7.816666666666666,YOUNG FAMILIES,Budget
43242,35.0,7,5.0,MIDAGE SINGLES/COUPLES,Premium
43243,18.400000000000002,3,6.133333333333334,YOUNG FAMILIES,Premium
43244,39.8,6,6.633333333333333,RETIREES,Mainstream
43245,19.6,3,6.533333333333334,OLDER SINGLES/COUPLES,Premium
43246,59.0,9,6.555555555555555,OLDER FAMILIES,Budget
43247,52.6,6,8.766666666666667,OLDER FAMILIES,Budget
43248,34.2,7,4.885714285714286,RETIREES,Budget
43249,54.6,8,6.825,YOUNG FAMILIES,Mainstream
43250,42.0,7,6.0,OLDER FAMILIES,Mainstream
44005,2.1,1,2.1,OLDER FAMILIES,Premium
44022,6.0,1,6.0,YOUNG FAMILIES,Premium
44024,1.5,1,1.5,OLDER SINGLES/COUPLES,Budget
44030,1.9,1,1.9,RETIREES,Mainstream
44034,5.2,1,5.2,OLDER SINGLES/COUPLES,Premium
44037,3.0,1,3.0,OLDER FAMILIES,Premium
44045,3.7,1,3.7,RETIREES,Premium
44061,4.6,1,4.6,RETIREES,Budget
44075,3.8,1,3.8,YOUNG SINGLES/COUPLES,Mainstream
44109,4.2,1,4.2,YOUNG FAMILIES,Premium
44115,5.4,1,5.4,YOUNG SINGLES/COUPLES,Budget
44116,4.6,1,4.6,RETIREES,Budget
44118,3.6,1,3.6,YOUNG SINGLES/COUPLES,Mainstream
44122,2.9,1,2.9,RETIREES,Budget
44171,4.6,1,4.6,YOUNG SINGLES/COUPLES,Budget
44203,9.2,1,9.2,YOUNG SINGLES/COUPLES,Premium
44208,5.8,1,5.8,MIDAGE SINGLES/COUPLES,Premium
44210,3.3,1,3.3,YOUNG SINGLES/COUPLES,Mainstream
44212,2.7,1,2.7,YOUNG SINGLES/COUPLES,Premium
44213,8.3,2,4.15,YOUNG SINGLES/COUPLES,Premium
44232,1.9,1,1.9,YOUNG FAMILIES,Budget
44241,1.7,1,1.7,YOUNG SINGLES/COUPLES,Budget
44242,6.6,1,6.6,MIDAGE SINGLES/COUPLES,Premium
44243,8.8,1,8.8,OLDER SINGLES/COUPLES,Mainstream
44250,11.4,1,11.4,YOUNG FAMILIES,Mainstream
44256,5.4,1,5.4,YOUNG SINGLES/COUPLES,Premium
44258,9.2,1,9.2,YOUNG SINGLES/COUPLES,Premium
44278,3.0,1,3.0,YOUNG SINGLES/COUPLES,Budget
44312,13.4,2,6.7,YOUNG SINGLES/COUPLES,Mainstream
44320,3.0,1,3.0,YOUNG SINGLES/COUPLES,Premium
44327,3.8,1,3.8,YOUNG SINGLES/COUPLES,Budget
44335,3.8,1,3.8,YOUNG SINGLES/COUPLES,Budget
44337,8.8,1,8.8,OLDER SINGLES/COUPLES,Premium
44350,29.5,1,29.5,YOUNG FAMILIES,Budget
44376,9.2,1,9.2,MIDAGE SINGLES/COUPLES,Premium
44377,5.9,1,5.9,OLDER SINGLES/COUPLES,Budget
44393,9.0,1,9.0,YOUNG SINGLES/COUPLES,Budget
44394,11.4,1,11.4,OLDER FAMILIES,Premium
44397,3.3,1,3.3,MIDAGE SINGLES/COUPLES,Mainstream
44400,15.0,2,7.5,YOUNG SINGLES/COUPLES,Budget
44403,5.2,1,5.2,OLDER SINGLES/COUPLES,Mainstream
44405,3.4,1,3.4,OLDER SINGLES/COUPLES,Budget
44423,8.8,1,8.8,YOUNG FAMILIES,Mainstream
44440,7.2,1,7.2,RETIREES,Mainstream
44449,4.6,1,4.6,RETIREES,Mainstream
44459,5.4,1,5.4,RETIREES,Budget
44462,2.7,1,2.7,YOUNG SINGLES/COUPLES,Premium
44467,5.1,1,5.1,MIDAGE SINGLES/COUPLES,Premium
44471,6.0,1,6.0,OLDER FAMILIES,Premium
44475,4.3,1,4.3,YOUNG SINGLES/COUPLES,Mainstream
44477,8.4,1,8.4,YOUNG SINGLES/COUPLES,Budget
44483,6.0,1,6.0,YOUNG SINGLES/COUPLES,Budget
44499,6.0,1,6.0,OLDER SINGLES/COUPLES,Mainstream
44507,5.2,1,5.2,RETIREES,Mainstream
44510,7.4,1,7.4,YOUNG SINGLES/COUPLES,Budget
45000,36.0,5,7.2,RETIREES,Budget
45001,24.2,4,6.05,OLDER FAMILIES,Premium
45002,12.8,2,6.4,YOUNG SINGLES/COUPLES,Premium
45003,44.4,7,6.3428571428571425,RETIREES,Budget
45004,70.2,10,7.0200000000000005,YOUNG SINGLES/COUPLES,Mainstream
45005,40.2,7,5.742857142857143,OLDER FAMILIES,Mainstream
45006,78.6,11,7.145454545454545,OLDER FAMILIES,Premium
45007,51.4,7,7.3428571428571425,OLDER SINGLES/COUPLES,Budget
45008,36.0,5,7.2,OLDER FAMILIES,Premium
45009,43.8,6,7.3,OLDER SINGLES/COUPLES,Mainstream
45010,58.6,8,7.325,OLDER FAMILIES,Budget
45011,12.2,2,6.1,OLDER SINGLES/COUPLES,Premium
45012,63.599999999999994,7,9.085714285714285,OLDER FAMILIES,Premium
45013,19.0,4,4.75,YOUNG FAMILIES,Premium
45014,22.6,4,5.65,OLDER SINGLES/COUPLES,Premium
45015,28.6,5,5.720000000000001,OLDER SINGLES/COUPLES,Premium
45016,36.4,5,7.279999999999999,OLDER FAMILIES,Mainstream
45017,44.6,6,7.433333333333334,RETIREES,Budget
45018,30.2,5,6.04,OLDER SINGLES/COUPLES,Mainstream
45019,36.6,7,5.228571428571429,MIDAGE SINGLES/COUPLES,Budget
45020,34.4,6,5.733333333333333,YOUNG FAMILIES,Budget
45021,58.0,8,7.25,YOUNG FAMILIES,Budget
45022,33.2,5,6.640000000000001,NEW FAMILIES,Mainstream
45023,34.7,5,6.94,OLDER SINGLES/COUPLES,Mainstream
45024,58.8,7,8.4,OLDER FAMILIES,Mainstream
45025,64.8,9,7.199999999999999,OLDER FAMILIES,Budget
45026,65.2,9,7.2444444444444445,OLDER FAMILIES,Budget
45027,18.4,3,6.133333333333333,OLDER FAMILIES,Budget
45028,19.0,2,9.5,OLDER SINGLES/COUPLES,Premium
45029,45.0,7,6.428571428571429,YOUNG FAMILIES,Budget
45030,30.400000000000002,3,10.133333333333335,OLDER SINGLES/COUPLES,Premium
45031,10.0,2,5.0,MIDAGE SINGLES/COUPLES,Premium
45032,30.2,5,6.04,RETIREES,Mainstream
45033,48.2,6,8.033333333333333,OLDER FAMILIES,Budget
45034,34.0,5,6.8,RETIREES,Mainstream
45035,24.4,4,6.1,MIDAGE SINGLES/COUPLES,Mainstream
45036,19.4,3,6.466666666666666,YOUNG FAMILIES,Budget
45037,37.6,5,7.5200000000000005,OLDER SINGLES/COUPLES,Premium
45038,14.4,2,7.2,YOUNG SINGLES/COUPLES,Mainstream
45039,13.8,3,4.6000000000000005,YOUNG SINGLES/COUPLES,Budget
45040,45.8,6,7.633333333333333,OLDER SINGLES/COUPLES,Premium
45041,43.800000000000004,6,7.300000000000001,OLDER SINGLES/COUPLES,Premium
45042,76.4,11,6.945454545454546,YOUNG FAMILIES,Premium
45043,11.4,1,11.4,OLDER FAMILIES,Budget
45044,42.6,6,7.1000000000000005,OLDER SINGLES/COUPLES,Budget
45045,29.6,5,5.92,OLDER SINGLES/COUPLES,Premium
45046,63.2,9,7.022222222222222,YOUNG FAMILIES,Mainstream
45047,44.8,7,6.3999999999999995,YOUNG SINGLES/COUPLES,Premium
45048,39.6,6,6.6000000000000005,YOUNG FAMILIES,Budget
45049,54.9,9,6.1,OLDER FAMILIES,Mainstream
45050,33.2,5,6.640000000000001,RETIREES,Budget
45051,41.4,6,6.8999999999999995,YOUNG FAMILIES,Budget
45052,16.6,2,8.3,OLDER FAMILIES,Mainstream
45053,36.2,5,7.24,RETIREES,Mainstream
45054,25.6,3,8.533333333333333,RETIREES,Mainstream
45055,39.6,6,6.6000000000000005,OLDER SINGLES/COUPLES,Mainstream
45056,37.8,5,7.56,OLDER SINGLES/COUPLES,Mainstream
45057,4.2,1,4.2,OLDER SINGLES/COUPLES,Premium
45058,28.6,4,7.15,OLDER SINGLES/COUPLES,Premium
45059,31.4,5,6.279999999999999,MIDAGE SINGLES/COUPLES,Premium
45060,29.8,4,7.45,YOUNG FAMILIES,Mainstream
45061,21.4,4,5.35,MIDAGE SINGLES/COUPLES,Mainstream
45062,41.400000000000006,5,8.280000000000001,OLDER SINGLES/COUPLES,Mainstream
45063,37.8,5,7.56,OLDER SINGLES/COUPLES,Mainstream
45064,36.6,5,7.32,OLDER SINGLES/COUPLES,Budget
45065,19.0,3,6.333333333333333,YOUNG FAMILIES,Budget
45066,54.8,7,7.828571428571428,OLDER FAMILIES,Premium
45067,42.8,6,7.133333333333333,OLDER SINGLES/COUPLES,Mainstream
45068,60.8,8,7.6,OLDER FAMILIES,Premium
45069,13.0,3,4.333333333333333,YOUNG SINGLES/COUPLES,Budget
45070,31.700000000000003,5,6.340000000000001,OLDER SINGLES/COUPLES,Mainstream
45071,69.6,11,6.327272727272727,OLDER FAMILIES,Budget
45072,6.6,1,6.6,OLDER FAMILIES,Mainstream
45073,34.800000000000004,6,5.800000000000001,RETIREES,Budget
45074,24.4,3,8.133333333333333,RETIREES,Premium
45075,78.0,9,8.666666666666666,OLDER FAMILIES,Budget
45076,47.199999999999996,7,6.742857142857142,OLDER FAMILIES,Mainstream
45077,33.4,4,8.35,NEW FAMILIES,Mainstream
45078,29.799999999999997,4,7.449999999999999,RETIREES,Mainstream
45079,9.0,2,4.5,OLDER SINGLES/COUPLES,Mainstream
45080,29.6,5,5.92,MIDAGE SINGLES/COUPLES,Mainstream
45081,47.6,7,6.8,MIDAGE SINGLES/COUPLES,Mainstream
45082,36.2,6,6.033333333333334,NEW FAMILIES,Premium
45083,37.0,5,7.4,OLDER SINGLES/COUPLES,Mainstream
45084,59.300000000000004,9,6.5888888888888895,OLDER FAMILIES,Budget
45085,55.8,7,7.971428571428571,MIDAGE SINGLES/COUPLES,Premium
45086,88.2,11,8.018181818181818,MIDAGE SINGLES/COUPLES,Mainstream
45087,27.8,4,6.95,OLDER SINGLES/COUPLES,Budget
45088,16.8,3,5.6000000000000005,OLDER SINGLES/COUPLES,Mainstream
45089,16.0,3,5.333333333333333,YOUNG FAMILIES,Mainstream
45090,73.2,11,6.654545454545455,OLDER FAMILIES,Budget
45091,57.1,7,8.157142857142857,RETIREES,Budget
45092,38.2,6,6.366666666666667,OLDER FAMILIES,Budget
45093,18.400000000000002,3,6.133333333333334,YOUNG SINGLES/COUPLES,Premium
45094,32.6,5,6.5200000000000005,MIDAGE SINGLES/COUPLES,Premium
45095,49.0,6,8.166666666666666,OLDER SINGLES/COUPLES,Budget
45096,31.1,6,5.183333333333334,RETIREES,Mainstream
45097,31.6,4,7.9,OLDER SINGLES/COUPLES,Premium
45098,49.4,8,6.175,OLDER FAMILIES,Budget
45099,37.4,6,6.233333333333333,RETIREES,Mainstream
45100,48.4,6,8.066666666666666,OLDER SINGLES/COUPLES,Mainstream
45101,38.9,4,9.725,YOUNG SINGLES/COUPLES,Mainstream
45102,42.4,6,7.066666666666666,OLDER SINGLES/COUPLES,Budget
45103,40.4,6,6.733333333333333,OLDER SINGLES/COUPLES,Budget
45104,41.2,5,8.24,OLDER SINGLES/COUPLES,Budget
45105,38.2,6,6.366666666666667,RETIREES,Premium
45106,49.4,7,7.057142857142857,OLDER FAMILIES,Budget
45107,57.3,9,6.366666666666666,OLDER FAMILIES,Mainstream
45108,18.8,3,6.266666666666667,YOUNG SINGLES/COUPLES,Premium
45109,32.4,5,6.4799999999999995,RETIREES,Premium
45110,26.6,3,8.866666666666667,RETIREES,Mainstream
45111,22.0,3,7.333333333333333,MIDAGE SINGLES/COUPLES,Premium
45112,51.8,7,7.3999999999999995,YOUNG FAMILIES,Mainstream
45113,34.6,5,6.92,RETIREES,Mainstream
45114,53.5,8,6.6875,YOUNG SINGLES/COUPLES,Premium
45115,34.0,6,5.666666666666667,RETIREES,Mainstream
45116,31.4,4,7.85,YOUNG SINGLES/COUPLES,Budget
45117,22.0,3,7.333333333333333,YOUNG SINGLES/COUPLES,Mainstream
45118,33.8,6,5.633333333333333,OLDER SINGLES/COUPLES,Mainstream
45119,62.4,8,7.8,OLDER FAMILIES,Mainstream
45120,11.4,2,5.7,MIDAGE SINGLES/COUPLES,Budget
45121,25.0,3,8.333333333333334,MIDAGE SINGLES/COUPLES,Mainstream
45122,56.0,8,7.0,YOUNG SINGLES/COUPLES,Premium
45123,24.8,3,8.266666666666667,RETIREES,Budget
45124,28.200000000000003,4,7.050000000000001,RETIREES,Budget
45125,27.2,4,6.8,OLDER SINGLES/COUPLES,Mainstream
45126,38.8,6,6.466666666666666,MIDAGE SINGLES/COUPLES,Budget
45127,36.2,5,7.24,MIDAGE SINGLES/COUPLES,Budget
45128,45.7,8,5.7125,OLDER SINGLES/COUPLES,Mainstream
45129,65.0,8,8.125,OLDER FAMILIES,Budget
45130,98.8,13,7.6,OLDER FAMILIES,Premium
45131,12.0,3,4.0,RETIREES,Premium
45132,60.0,10,6.0,RETIREES,Mainstream
45133,46.2,7,6.6000000000000005,MIDAGE SINGLES/COUPLES,Mainstream
45134,25.6,4,6.4,MIDAGE SINGLES/COUPLES,Mainstream
45135,28.2,5,5.64,YOUNG FAMILIES,Premium
45136,38.4,6,6.3999999999999995,OLDER SINGLES/COUPLES,Budget
45137,21.8,3,7.266666666666667,OLDER FAMILIES,Budget
45138,33.4,5,6.68,NEW FAMILIES,Budget
45139,71.1,10,7.109999999999999,YOUNG FAMILIES,Mainstream
45140,71.4,11,6.490909090909091,OLDER SINGLES/COUPLES,Budget
45141,46.400000000000006,6,7.733333333333334,OLDER SINGLES/COUPLES,Budget
45142,38.0,5,7.6,OLDER SINGLES/COUPLES,Budget
45143,21.2,3,7.066666666666666,YOUNG SINGLES/COUPLES,Mainstream
45144,10.2,1,10.2,OLDER SINGLES/COUPLES,Budget
45145,54.4,9,6.044444444444444,OLDER FAMILIES,Mainstream
45146,20.2,3,6.733333333333333,MIDAGE SINGLES/COUPLES,Budget
45147,60.6,9,6.733333333333333,OLDER SINGLES/COUPLES,Budget
45148,32.0,6,5.333333333333333,YOUNG FAMILIES,Budget
45149,54.0,6,9.0,OLDER FAMILIES,Budget
45150,58.6,9,6.511111111111111,YOUNG SINGLES/COUPLES,Mainstream
45151,22.9,4,5.725,RETIREES,Mainstream
45152,41.599999999999994,7,5.942857142857142,YOUNG SINGLES/COUPLES,Budget
45153,44.4,7,6.3428571428571425,YOUNG FAMILIES,Premium
45154,38.0,6,6.333333333333333,MIDAGE SINGLES/COUPLES,Premium
45155,49.0,9,5.444444444444445,YOUNG FAMILIES,Mainstream
45156,46.4,7,6.628571428571428,YOUNG SINGLES/COUPLES,Premium
45157,58.2,7,8.314285714285715,OLDER FAMILIES,Budget
45158,38.2,5,7.640000000000001,RETIREES,Mainstream
45159,12.8,2,6.4,OLDER FAMILIES,Premium
45160,21.0,3,7.0,RETIREES,Mainstream
45161,14.6,2,7.3,YOUNG SINGLES/COUPLES,Mainstream
45162,20.6,4,5.15,OLDER SINGLES/COUPLES,Budget
45163,23.6,3,7.866666666666667,RETIREES,Premium
45164,46.400000000000006,7,6.628571428571429,OLDER FAMILIES,Budget
45165,35.4,5,7.08,MIDAGE SINGLES/COUPLES,Mainstream
45166,36.4,5,7.279999999999999,RETIREES,Mainstream
45167,17.4,3,5.8,YOUNG SINGLES/COUPLES,Premium
45168,32.4,4,8.1,YOUNG FAMILIES,Premium
45169,42.400000000000006,6,7.066666666666667,OLDER SINGLES/COUPLES,Mainstream
45170,62.8,9,6.977777777777778,YOUNG FAMILIES,Budget
45171,30.4,4,7.6,OLDER SINGLES/COUPLES,Budget
45172,17.2,3,5.733333333333333,YOUNG FAMILIES,Premium
45173,62.199999999999996,8,7.7749999999999995,YOUNG FAMILIES,Budget
45174,19.4,3,6.466666666666666,OLDER FAMILIES,Budget
45175,56.6,7,8.085714285714285,MIDAGE SINGLES/COUPLES,Premium
45176,29.6,4,7.4,OLDER SINGLES/COUPLES,Premium
45177,39.4,6,6.566666666666666,MIDAGE SINGLES/COUPLES,Mainstream
45178,42.4,8,5.3,OLDER SINGLES/COUPLES,Mainstream
45179,26.4,4,6.6,YOUNG SINGLES/COUPLES,Premium
45180,29.5,5,5.9,RETIREES,Budget
45181,32.0,5,6.4,YOUNG FAMILIES,Premium
45182,65.0,9,7.222222222222222,OLDER SINGLES/COUPLES,Mainstream
45183,80.6,11,7.327272727272727,YOUNG FAMILIES,Premium
45184,44.4,6,7.3999999999999995,RETIREES,Mainstream
45185,26.6,4,6.65,OLDER SINGLES/COUPLES,Mainstream
45186,72.9,11,6.627272727272728,OLDER FAMILIES,Mainstream
45187,27.4,4,6.85,MIDAGE SINGLES/COUPLES,Budget
45188,29.2,4,7.3,OLDER FAMILIES,Budget
45189,30.4,5,6.08,RETIREES,Mainstream
45190,44.6,6,7.433333333333334,NEW FAMILIES,Budget
45191,38.2,7,5.457142857142857,OLDER SINGLES/COUPLES,Premium
45192,25.6,4,6.4,RETIREES,Premium
45193,5.1,1,5.1,RETIREES,Premium
45194,55.400000000000006,7,7.9142857142857155,YOUNG FAMILIES,Budget
45195,68.60000000000001,11,6.236363636363637,OLDER FAMILIES,Budget
45196,13.6,3,4.533333333333333,OLDER SINGLES/COUPLES,Mainstream
45197,54.199999999999996,8,6.7749999999999995,OLDER SINGLES/COUPLES,Budget
45198,17.4,3,5.8,MIDAGE SINGLES/COUPLES,Premium
45199,20.2,3,6.733333333333333,YOUNG FAMILIES,Budget
45200,26.4,4,6.6,YOUNG FAMILIES,Budget
45201,65.6,9,7.288888888888888,OLDER SINGLES/COUPLES,Premium
45202,23.2,3,7.733333333333333,OLDER SINGLES/COUPLES,Mainstream
45203,29.799999999999997,4,7.449999999999999,RETIREES,Mainstream
45204,47.7,8,5.9625,OLDER FAMILIES,Mainstream
45205,28.200000000000003,4,7.050000000000001,MIDAGE SINGLES/COUPLES,Mainstream
45206,28.599999999999998,3,9.533333333333333,RETIREES,Budget
45207,18.4,2,9.2,YOUNG SINGLES/COUPLES,Mainstream
45208,32.2,5,6.44,MIDAGE SINGLES/COUPLES,Premium
45209,39.8,5,7.959999999999999,YOUNG SINGLES/COUPLES,Mainstream
45210,17.8,3,5.933333333333334,MIDAGE SINGLES/COUPLES,Premium
45211,40.8,5,8.16,OLDER FAMILIES,Budget
45212,51.2,8,6.4,OLDER FAMILIES,Budget
45213,58.8,8,7.35,OLDER FAMILIES,Premium
45214,48.6,7,6.942857142857143,YOUNG FAMILIES,Premium
45215,64.2,8,8.025,YOUNG SINGLES/COUPLES,Premium
45216,40.8,5,8.16,YOUNG FAMILIES,Budget
45217,30.0,4,7.5,RETIREES,Premium
45218,11.4,2,5.7,OLDER SINGLES/COUPLES,Premium
45219,36.2,4,9.05,OLDER SINGLES/COUPLES,Mainstream
45220,35.1,5,7.0200000000000005,MIDAGE SINGLES/COUPLES,Budget
45221,71.8,9,7.977777777777778,OLDER FAMILIES,Budget
45222,13.600000000000001,3,4.533333333333334,YOUNG SINGLES/COUPLES,Mainstream
45223,6.0,1,6.0,OLDER SINGLES/COUPLES,Budget
45224,65.6,9,7.288888888888888,OLDER FAMILIES,Premium
45226,36.4,5,7.279999999999999,OLDER FAMILIES,Premium
45227,63.6,9,7.066666666666666,OLDER FAMILIES,Premium
45228,59.0,9,6.555555555555555,YOUNG FAMILIES,Budget
45229,16.8,2,8.4,YOUNG SINGLES/COUPLES,Mainstream
45230,44.8,6,7.466666666666666,RETIREES,Budget
45231,47.6,6,7.933333333333334,RETIREES,Budget
45232,10.0,2,5.0,MIDAGE SINGLES/COUPLES,Premium
45233,9.2,1,9.2,MIDAGE SINGLES/COUPLES,Premium
45234,14.600000000000001,2,7.300000000000001,YOUNG SINGLES/COUPLES,Mainstream
45235,4.8,1,4.8,MIDAGE SINGLES/COUPLES,Premium
45236,24.6,4,6.15,OLDER SINGLES/COUPLES,Budget
45237,19.0,3,6.333333333333333,YOUNG SINGLES/COUPLES,Budget
45238,56.8,7,8.114285714285714,RETIREES,Budget
45239,54.4,7,7.771428571428571,OLDER FAMILIES,Budget
45240,29.4,5,5.88,OLDER SINGLES/COUPLES,Budget
45241,60.4,9,6.711111111111111,YOUNG FAMILIES,Premium
45242,46.8,7,6.685714285714285,YOUNG FAMILIES,Budget
45243,9.6,2,4.8,YOUNG SINGLES/COUPLES,Budget
45244,38.0,5,7.6,RETIREES,Mainstream
45245,40.8,6,6.8,OLDER SINGLES/COUPLES,Budget
45246,19.700000000000003,4,4.925000000000001,YOUNG SINGLES/COUPLES,Premium
45247,36.2,5,7.24,OLDER SINGLES/COUPLES,Mainstream
45248,35.3,6,5.883333333333333,YOUNG FAMILIES,Mainstream
45249,29.0,5,5.8,RETIREES,Mainstream
45250,31.0,5,6.2,OLDER SINGLES/COUPLES,Budget
45251,40.2,5,8.040000000000001,RETIREES,Budget
45252,30.0,4,7.5,RETIREES,Premium
45253,34.6,5,6.92,YOUNG SINGLES/COUPLES,Mainstream
46000,8.0,2,4.0,YOUNG FAMILIES,Mainstream
46001,3.4,1,3.4,YOUNG FAMILIES,Budget
46002,4.6,1,4.6,RETIREES,Mainstream
46003,12.7,3,4.233333333333333,RETIREES,Budget
46005,8.8,1,8.8,OLDER FAMILIES,Premium
46006,11.4,1,11.4,YOUNG FAMILIES,Premium
46007,11.3,2,5.65,OLDER SINGLES/COUPLES,Mainstream
46008,9.6,2,4.8,NEW FAMILIES,Mainstream
46009,25.8,3,8.6,YOUNG SINGLES/COUPLES,Mainstream
46010,7.8,1,7.8,OLDER SINGLES/COUPLES,Premium
46011,14.6,2,7.3,RETIREES,Premium
46012,3.0,1,3.0,RETIREES,Premium
46014,6.0,1,6.0,OLDER SINGLES/COUPLES,Budget
46017,11.600000000000001,2,5.800000000000001,YOUNG FAMILIES,Premium
46018,5.2,1,5.2,OLDER SINGLES/COUPLES,Budget
46019,7.4,1,7.4,MIDAGE SINGLES/COUPLES,Mainstream
46020,3.8,1,3.8,MIDAGE SINGLES/COUPLES,Premium
46021,6.0,1,6.0,MIDAGE SINGLES/COUPLES,Premium
46022,22.0,3,7.333333333333333,OLDER FAMILIES,Budget
46026,3.8,1,3.8,RETIREES,Mainstream
46027,4.2,1,4.2,OLDER FAMILIES,Mainstream
46031,17.7,3,5.8999999999999995,OLDER FAMILIES,Mainstream
46032,6.2,1,6.2,YOUNG FAMILIES,Mainstream
46033,1.5,1,1.5,OLDER SINGLES/COUPLES,Mainstream
46034,7.4,1,7.4,OLDER SINGLES/COUPLES,Budget
46036,7.4,1,7.4,OLDER SINGLES/COUPLES,Budget
